,Deal,Description,Episode,Category,Entrepreneurs,Location,Website,Amount Asked For,Exchange For Stake,Valuation,Season,Shark 1,Shark 2,Shark 3,Shark 4,Shark 5,Title,Episode-Season,Multiple Entreprenuers,Episode Code,Pitched Business Description,Deal Status,Shark(s) That Made a Deal
62,False,"If you want to shake things up in your greeting card practices, why not deliver those happy sentiments on a bouncy ball instead? The medium is the message, after all. Send-A-Ball will literally send a bouncy ball in the mail on your behalf to any recipient you designate. Your greetings will be all the more happily received this way! Send-A-Ball is run by two sisters who live across the street from each other, and wanted to have a business that would give them the freedom and flexibility to spend time with their families.",14.0,Novelties,Michele Kapustka and Melisa Moroko,"Chicago, IL",http://www.sendaball.com/,"$86,000.00",20.00%,"$430,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Send A Ball,1-14,True,110.0,greeting balls sent in the mail ,No Deal Made,
63,False,A home-based shoe business with a sales model similar to Tupperware parties.,14.0,Women's Shoes,Nicole Jones,"Chicago, IL",,"$150,000.00",15.00%,"$1,000,000.00",1.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Pillars of Slippers,1-14,False,110.0,an in-home shoe party franchise . in home shoe party franchise,No Deal Made,
64,True,"Collar stays: can't live with 'em, can't live without 'em. For any man that has struggled to keep their collars pert and upright, and suffered the constant shifting of their plastic collar stays, there's Wurkin Stiffs. This company makes men's accessories for the long haul, offering solutions to common inconveniences in men's apparel. The Wurkin Stiffs signature product is the Power Stays, which are kept securely in place by strong magnets. While Power Stays are made for men's dress shirts, the company also produces Polo Stays that keep your polo shirts looking crisp. Wurkin stiffs has expanded to offer a full suite of men's accessories, including cufflinks, RFID wallets, money clips, tie bars, and travel bags.",1.0,Men's Accessories,Jonathan Boos,"Sarasota, FL",http://wurkinstiffs.com/,"$85,000.00",10.00%,"$850,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wurkin Stiffs,2-1,False,205.0,magnetic collar-stays . magnetic collar-stays,Deal Made,BC+DJ
65,True,Dance education centers for children.,1.0,Baby and Children's Entertainment,Megan Reilly and Sarah Nuse,"Corpus Christi, TX",http://www.tippitoesdance.com/,"$30,000.00",5.00%,"$600,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tippi Toes,2-1,True,205.0,a children's exercise program franchise . a childrenâ€™s exercise program franchise,Deal Made,MC
66,False,Premium wine sold by the glass in individually-sealed plastic cups.,1.0,Alcoholic Beverages,James Martin,"The Dalles, OR",http://www.copadivino.com/,"$300,000.00",5.00%,"$6,000,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Copa di Vino,2-1,False,311.0,the wine in a glass creator returns to pitch his product again . proprietary container and brand for a single serving of wine by the glass,No Deal Made,
67,False,Premium wine sold by the glass in individually-sealed plastic cups.,1.0,Alcoholic Beverages,James Martin,"The Dalles, OR",http://www.copadivino.com/,"$300,000.00",5.00%,"$6,000,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Copa di Vino,2-1,False,205.0,a proprietary container for a single serving of wine by the glass . proprietary container and brand for a single serving of wine by the glass,No Deal Made,
68,False,Premium wine sold by the glass in individually-sealed plastic cups.,11.0,Alcoholic Beverages,James Martin,"The Dalles, OR",http://www.copadivino.com/,"$300,000.00",5.00%,"$6,000,000.00",3.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Copa di Vino,3-11,False,311.0,the wine in a glass creator returns to pitch his product again . proprietary container and brand for a single serving of wine by the glass,No Deal Made,
69,False,Premium wine sold by the glass in individually-sealed plastic cups.,11.0,Alcoholic Beverages,James Martin,"The Dalles, OR",http://www.copadivino.com/,"$300,000.00",5.00%,"$6,000,000.00",3.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Copa di Vino,3-11,False,205.0,a proprietary container for a single serving of wine by the glass . proprietary container and brand for a single serving of wine by the glass,No Deal Made,
70,False,Food products by Chef Big Shake. The flagship product is the Original Shrimp Burger.,1.0,Specialty Food,Shawn Davis,"Nashville, TN",http://www.bigshakeshotchicken.com/,"$200,000.00",25.00%,"$800,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,CBS Foods,2-1,False,205.0,shrimp-based burgers ,No Deal Made,
71,True,A subscription toy service.,2.0,Toys and Games,Nikki Pope,"Los Angeles, CA",,"$100,000.00",10.00%,"$1,000,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Toygaroo,2-2,False,202.0,a toy subscription service . toy subscription service,Deal Made,KOL+MC
72,False,An alarm clock that wakes up the user with freshly cooked bacon.,2.0,Novelties,Matty Sallin,"San Francisco, CA",http://mattysallin.wordpress.com/,"$40,000.00",20.00%,"$200,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wake n' Bacon,2-2,False,202.0,an alarm clock that wakes you up with fresh bacon ,No Deal Made,
73,True,Allergy season bringing you down? Maybe it's time to give First Defense Nasal Screens a try. These screens ward off allergies without medication. First Defense Nasal Screens are self-adhesive strips that attach to your nose to cover the nasal passage. They filter the air coming in through your nose and keeps allergens out. This product has been tested to significantly reduce 99% of particles at 10 microns. Even at sub micron levels they have been shown to be effective by 77% or more.,2.0,Health and Well-Being,Joe Moore,"New Port Richey, FL",http://www.filteryourlife.com/,"$500,000.00",10.00%,"$5,000,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,First Defense Nasal Screen,2-2,False,202.0,a personal air filtration system . personal air filtration system,Deal Made,DJ+KOL+MC
74,False,"Vurtego is a high-tech pogo stick that is super lightweight, ultra durable, and nearly silent. It provides the smoothest and highest performance pogo ride anywhere. Eschewing the traditional pogo stick spring, Vurtego's bounce comes from compressed air instead. Before hopping on, you simply pump it up using any bike pump or air compressor. The cylinder body is made of aircraft aluminum and the footpeg assembly locks the user's feet to the pogo stick securely during the bounce. Made in the USA, Vurtego comes fully assembled and ready to bounce you to new heights!",2.0,Toys and Games,Brian Spencer,"Mission Viejo, CA",http://www.vurtegopogo.com/,"$500,000.00",20.00%,"$2,500,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Vurtego,2-2,False,202.0,extreme pogo sticks ,No Deal Made,
75,False,Rubber bands that increase the resistance in your exercise activities.,3.0,Fitness Apparel and Accessories,Stacy Erwin,"Overland Park, KS",http://www.fitnessstride.com,"$140,000.00",15.00%,"$933,333.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Fitness Stride,2-3,False,206.0,an exercise device . exercise device,No Deal Made,
76,True,"Mod Mom Furniture is stylish, high-quality, made-to-order furniture for children's bedrooms and playrooms. These carefully crafted pieces are long-lasting, so they can serve your child over many years. The company was founded by the eponymous mom who was dissatisfied with the current offerings on the market, which were expensive and uninspired. Mod Mom Furniture sources eco-friendly materials, including sustainable and formaldehyde-free wood and varnishing products.",3.0,Furniture,Kiersten Hathcock,"Flagstaff, AZ",http://www.modmomfurniture.com/,"$90,000.00",25.00%,"$360,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Mod Mom Furniture,2-3,False,206.0,modernized toy boxes . modernized toy boxes,Deal Made,RH
77,True,"FlipOutz are flexible silicon bracelets that can hold five coins of your choosing. Kids can personalize their Flip Outz with any five of numerous available choices. You can also swap out coins, trade them with friends, and even set up an online profile which lets you show off the coins you have and see where your traded coins have traveled over time.",3.0,Toys and Games,Emily Johnson,"Myrtle Beach, NC",http://www.flipoutz.com/,"$100,000.00",20.00%,"$500,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Flip Outz,2-3,False,,,,
78,False,"Pure Ayre Odor Eliminator is for anyone who owns pets or has ever faced off against lingering smells. What makes Pure Ayre different than other smell-neutralizing sprays is that it uses natural enzymes to break down the smelly compounds. Pure Ayre banishes bad odors without harsh chemicals, alcohol, bacteria, or citrus. It's effective on even the most offensive smells, for example vomit, skunk spray, and kennel odors. Once you buy your first 14 oz. or 22 oz. spray bottle of Pure Aure Odor Eliminator, you can buy it by the gallon and continue to reuse the bottle.",3.0,Storage and Cleaning Products,James Mitchell,"Kent, WA",http://www.pureayre.com/,"$150,000.00",10.00%,"$1,500,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Pure Ayre,2-3,False,206.0,a more effective odor remover . a more effective odor remover,No Deal Made,
79,True,"A country-style apparel store sold through Sports Authority, truck stops and travel plazas.",4.0,Men and Women's Apparel,Mike Abbaticchio & Shon Lees,"Parkland, FL",http://www.hillbillybrand.com/,"$50,000.00",25.00%,"$200,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Hillbilly Brand,2-4,False,203.0,"a specialty clothing brand marketed towards ""rednecks"" and ""hillbillies"". specialty clothing brand marketed towards",Deal Made,DJ+RH
80,True,A children's seat attachable to luggage that instantly converts it into a travel stroller.,4.0,Baby and Child Care,Darryl and Randy Lenz,"Peachtree City, GA",http://www.rideoncarryon.com/,"$50,000.00",25.00%,"$200,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Ride-On Carry-On,2-4,True,203.0,luggage with a built-in child chair ,Deal Made,BC
81,False,Premium beef jerky made without additives or preservatives.,4.0,Specialty Food,Ken Howell,"Hope Mills, NC",http://unclezipsjerky.com/,"$25,000.00",20.00%,"$125,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Uncle Zip's Beef Jerky,2-4,False,203.0,beef jerky made without preservatives ,No Deal Made,
82,True,A rubber band that works as a money clip.,4.0,Novelties,Johnny Gennaro & Vinny Pastore,"New York, NY",http://amzn.to/1AcWx1t,"$50,000.00",20.00%,"$250,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Broccoli Wad,2-4,False,203.0,a mafia-inspired money clip . mafia-inspired money clip,Deal Made,BC
83,False,An aromatic lip gloss designed to help curb appetite.,5.0,Personal Care and Cosmetics,April Morris,"Indianapolis, IN",,"$80,000.00",20.00%,"$400,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,THINgloss,2-5,False,,,,
84,True,Light-up decals for car windows.,5.0,Automotive,George Podd and Rolf Schwartz,"Chicago, IL",http://powerdecal.com/,"$100,000.00",5.00%,"$2,000,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Lightfilm,2-5,True,115.0,light-up decals for car windows . light-upÂ decalÂ for carÂ windows,Deal Made,DJ+RH
85,False,"Small cases for mints, gum and contact lenses featuring a clip that allows them to be attached to belts, backpacks, or other travel gear.",5.0,Novelties,Bob Kroupa,"Chicago, IL",http://clipngo.com/,"$500,000.00",30.00%,"$1,666,667.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Clip'n'Go,2-5,False,,,,
86,True,A magnetic skin with a decorative finish that can be applied to any appliance.,5.0,Home Improvement,Jan Augenstein,"Dayton, OH",http://www.fridgefronts.com/,"$100,000.00",30.00%,"$333,333.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Fridge Fronts,2-5,False,115.0,magnetic decorative covers for refrigerators . magnetic decorative finish for refrigerators,Deal Made,BC
87,True,A new kind of broom with a built-in scraper.,6.0,Storage and Cleaning Products,Shane Pannell,"Scottsdale, AZ",http://buysweepeasy.com/,"$40,000.00",25.00%,"$160,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Sweep Easy,2-6,False,207.0,a broom with a built-in scraper ,Deal Made,DJ
88,False,"Accessories for casual golfers. The flagship product is the Par 6 cooler, which can keep a six-pack of beer stored in the shoe pocket of any golf bag.",6.0,Golf Products,Melissa and Ben Fossey,"Minnetonka, MN",,"$60,000.00",20.00%,"$300,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Caddy Swag,2-6,True,207.0,a drink cooler designed for golf bags ,No Deal Made,
89,True,Cakes made from scratch from family recipes. They ship nationwide and orders can be placed online.,6.0,Specialty Food,Kim Nelson,"Greenville, SC",https://www.ilovedaisycakes.com/,"$50,000.00",25.00%,"$200,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Daisy Cakes,2-6,False,207.0,mail-order cakes . mail-order cakes,Deal Made,BC
90,False,Designer hospital gowns for expecting moms.,6.0,Maternity,Deidrea Haysel,"Townsend, MD",http://www.hotmamagowns.com/,"$30,000.00",20.00%,"$150,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Hot Mama Gowns,2-6,False,207.0,luxury maternity gowns . luxury maternity gowns,No Deal Made,
91,True,"An impact-resistant hydration system that attaches to shoulder pads, aimed at football players in training.",7.0,Fitness Apparel and Accessories,Chris Spencer,"Houston, TX",http://www.hydromaxsystem.com/,"$50,000.00",25.00%,"$200,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Hydromax,2-7,False,201.0,a hydration system for football players ,Deal Made,Others
92,False,A mobile entertainment company running specialized vehicles with movie theaters and video games.,7.0,Entertainment,Stuart and David Pikoff,"Austin, TX",http://www.g2u.com/,"$500,000.00",10.00%,"$5,000,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Games2U,2-7,True,201.0,mobile party games franchise ,No Deal Made,
93,False,"A barf bag worn around the neck, for small children who are prone to carsickness.",7.0,Baby and Child Care,Les Cookson,"Sacramento, CA",http://www.carsikbib.com,"$30,000.00",15.00%,"$200,000.00",2.0,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Carsik Bib,2-7,False,201.0,a bib for carsick children ,No Deal Made,
